rank,nameWithOwner,stars,language,isArchived,isFork,createdAt
329,starship/starship,55224,Rust,False,False,2019-04-02T03:23:12Z
330,deepfakes/faceswap,55069,Python,False,False,2017-12-19T09:44:13Z
331,ultralytics/ultralytics,54980,Python,False,False,2022-09-11T16:39:45Z
332,microsoft/ai-agents-for-beginners,54949,Jupyter Notebook,False,False,2024-11-28T10:42:52Z
333,marktext/marktext,54700,JavaScript,False,False,2017-11-12T16:05:25Z
334,go-gitea/gitea,54481,Go,False,False,2016-11-01T02:13:26Z
335,lencx/ChatGPT,54367,Rust,False,False,2022-12-07T09:43:02Z
336,ElemeFE/element,54190,Vue,False,False,2016-09-03T06:19:26Z
337,maybe-finance/maybe,54050,Ruby,True,False,2024-01-01T22:23:46Z
338,laurent22/joplin,54044,TypeScript,False,False,2017-01-16T21:49:41Z
339,psf/requests,53871,Python,False,False,2011-02-13T18:38:17Z
340,facebookresearch/segment-anything,53774,Jupyter Notebook,False,False,2023-03-23T17:03:03Z
341,necolas/normalize.css,53770,CSS,False,False,2011-05-04T10:20:25Z
342,wagoodman/dive,53643,Go,False,False,2018-05-13T15:44:01Z
343,romkatv/powerlevel10k,53483,Shell,False,False,2019-02-24T19:09:45Z
344,vuejs/core,53311,TypeScript,False,False,2018-06-12T13:49:36Z
345,ngosang/trackerslist,53293,,False,False,2016-04-24T11:57:57Z
346,Zie619/n8n-workflows,53184,Python,False,False,2025-05-14T08:43:59Z
347,firstcontributions/first-contributions,53164,,False,False,2016-09-20T14:35:09Z
348,cloudcommunity/Free-Certifications,53096,,False,False,2020-07-31T10:26:19Z
349,harry0703/MoneyPrinterTurbo,53062,Python,False,False,2024-03-11T02:57:34Z
350,mozilla/pdf.js,53027,JavaScript,False,False,2011-04-26T06:32:03Z
351,google/material-design-icons,53021,,False,False,2014-10-08T18:01:28Z
352,WerWolv/ImHex,52975,C++,False,False,2020-11-10T14:27:00Z
353,2dust/v2rayNG,52720,Kotlin,False,False,2019-05-15T02:15:31Z
354,JetBrains/kotlin,52500,Kotlin,False,False,2012-02-13T17:29:58Z
355,termux/termux-app,52451,Java,False,False,2015-10-23T09:42:46Z
356,ionic-team/ionic-framework,52414,TypeScript,False,False,2013-08-20T23:06:02Z
357,sickcodes/Docker-OSX,52348,Shell,False,False,2020-06-04T11:01:37Z
358,typst/typst,52265,Rust,False,False,2019-09-24T21:41:56Z
359,TryGhost/Ghost,52139,JavaScript,False,False,2013-05-04T11:09:13Z
360,PowerShell/PowerShell,52122,C#,False,False,2016-01-13T23:41:35Z
361,coollabsio/coolify,52083,PHP,False,False,2021-01-25T20:54:01Z
362,prettier/prettier,51753,JavaScript,False,False,2016-11-29T17:13:37Z
363,etcd-io/etcd,51701,Go,False,False,2013-07-06T21:57:21Z
364,vsouza/awesome-ios,51612,Swift,False,False,2014-07-10T16:03:45Z
365,xai-org/grok-1,51527,Python,False,False,2024-03-17T08:53:38Z
366,google/guava,51503,Java,False,False,2014-05-29T16:23:17Z
367,jekyll/jekyll,51491,Ruby,False,False,2008-10-20T06:29:03Z
368,chinese-poetry/chinese-poetry,51153,JavaScript,False,False,2016-09-02T03:32:25Z
369,agalwood/Motrix,51131,JavaScript,False,False,2018-12-18T11:45:05Z
370,Semantic-Org/Semantic-UI,51120,JavaScript,False,False,2013-04-08T23:32:04Z
371,DefinitelyTyped/DefinitelyTyped,51106,TypeScript,False,False,2012-10-05T16:39:45Z
372,FlowiseAI/Flowise,51066,TypeScript,False,False,2023-03-31T12:23:09Z
373,mem0ai/mem0,51020,Python,False,False,2023-06-20T08:58:36Z
374,ethereum/go-ethereum,50952,Go,False,False,2013-12-26T13:05:46Z
375,dockur/windows,50716,Shell,False,False,2024-01-14T13:09:40Z
376,charlax/professional-programming,50689,Python,False,False,2015-11-07T05:07:52Z
377,justjavac/awesome-wechat-weapp,50675,,False,False,2016-09-22T20:04:48Z
378,upstash/context7,50531,TypeScript,False,False,2025-03-26T23:40:39Z
379,poteto/hiring-without-whiteboards,50520,JavaScript,False,False,2017-03-15T05:09:01Z
380,jesseduffield/lazydocker,50364,Go,False,False,2019-05-18T08:53:50Z
381,nextlevelbuilder/ui-ux-pro-max-skill,50330,Python,False,False,2025-11-30T11:36:31Z
382,karpathy/nanochat,50262,Python,False,False,2025-10-13T13:46:35Z
383,ChrisTitusTech/winutil,50223,PowerShell,False,False,2022-04-28T02:25:19Z
384,Avik-Jain/100-Days-Of-ML-Code,50066,,False,False,2018-07-05T09:11:43Z
385,jgthms/bulma,50063,CSS,False,False,2016-01-23T23:48:34Z
386,mastodon/mastodon,49790,Ruby,False,False,2016-02-22T15:01:25Z
387,odoo/odoo,49738,Python,False,False,2014-05-13T15:38:58Z
388,sansan0/TrendRadar,49736,Python,False,False,2025-04-28T11:42:16Z
389,jellyfin/jellyfin,49614,C#,False,False,2018-12-09T06:36:45Z
390,cypress-io/cypress,49612,TypeScript,False,False,2015-03-04T00:46:28Z
391,virattt/ai-hedge-fund,49553,Python,False,False,2024-11-29T16:30:01Z
392,lyswhut/lx-music-desktop,49543,TypeScript,False,False,2019-08-14T14:31:08Z
393,NARKOZ/hacker-scripts,49450,JavaScript,False,False,2015-11-21T19:05:09Z
394,dkhamsing/open-source-ios-apps,49366,,False,False,2015-01-26T23:32:34Z
395,dbeaver/dbeaver,49270,Java,False,False,2015-10-21T08:26:28Z
396,AlistGo/alist,49224,Go,False,False,2020-12-23T17:40:29Z
397,nlohmann/json,49222,C++,False,False,2013-07-04T08:47:49Z
398,huginn/huginn,48969,Ruby,False,False,2013-03-10T06:00:31Z
399,TanStack/query,48907,TypeScript,False,False,2019-09-10T19:23:58Z
400,iamkun/dayjs,48618,JavaScript,False,False,2018-04-10T09:26:44Z
401,ghostty-org/ghostty,48594,Zig,False,False,2022-03-29T17:38:26Z
402,JuliaLang/julia,48563,Julia,False,False,2011-04-21T07:01:50Z
403,ReactiveX/RxJava,48470,Java,False,False,2013-01-08T20:11:48Z
404,algorithm-visualizer/algorithm-visualizer,48449,JavaScript,False,False,2016-05-15T00:27:45Z
405,pandas-dev/pandas,48240,Python,False,False,2010-08-24T01:37:33Z
406,expo/expo,48211,TypeScript,False,False,2016-08-15T17:14:25Z
407,moment/moment,48034,JavaScript,False,False,2011-03-01T02:46:06Z
408,freqtrade/freqtrade,48021,Python,False,False,2017-05-17T23:48:53Z
409,hashicorp/terraform,48008,Go,False,False,2014-03-13T22:25:48Z
410,run-llama/llama_index,47978,Python,False,False,2022-11-02T04:24:54Z
411,serhii-londar/open-source-mac-os-apps,47970,,False,False,2017-11-03T02:35:33Z
412,x64dbg/x64dbg,47961,C++,False,False,2015-04-11T20:48:23Z
413,ggml-org/whisper.cpp,47939,C++,False,False,2022-09-25T18:26:37Z
414,lllyasviel/Fooocus,47913,Python,False,False,2023-08-09T18:43:40Z
415,type-challenges/type-challenges,47870,TypeScript,False,False,2020-07-23T14:33:11Z
416,kelseyhightower/kubernetes-the-hard-way,47830,,False,False,2016-07-07T14:15:27Z
417,skylot/jadx,47780,Java,False,False,2013-03-18T17:08:21Z
418,ComposioHQ/awesome-claude-skills,47748,Python,False,False,2025-10-17T07:15:01Z
419,bigskysoftware/htmx,47704,JavaScript,False,False,2020-04-13T16:17:51Z
420,kamranahmedse/design-patterns-for-humans,47651,,False,False,2017-02-16T21:24:39Z
421,minimaxir/big-list-of-naughty-strings,47617,Python,False,False,2015-08-08T20:57:20Z
422,gogs/gogs,47601,Go,False,False,2014-02-12T01:57:08Z
423,karan/Projects,47530,,False,False,2013-07-04T13:37:27Z
424,akullpp/awesome-java,47396,,False,False,2014-07-09T10:12:43Z
425,1c7/chinese-independent-developer,47363,,False,False,2017-09-21T11:08:23Z
426,OpenCut-app/OpenCut,47328,TypeScript,False,False,2025-06-22T08:02:17Z
427,Homebrew/brew,47204,Ruby,False,False,2016-03-06T05:08:38Z
428,crewAIInc/crewAI,47174,Python,False,False,2023-10-27T03:26:59Z
429,brillout/awesome-react-components,47127,,False,False,2016-06-24T15:19:33Z
430,jakevdp/PythonDataScienceHandbook,47118,Jupyter Notebook,False,False,2016-08-10T14:24:36Z
431,typescript-cheatsheets/react,47017,JavaScript,False,False,2018-06-02T04:08:16Z
432,tw93/Pake,46998,Rust,False,False,2022-10-14T09:32:57Z
433,slab/quill,46995,TypeScript,False,False,2012-07-30T23:23:18Z
434,v2ray/v2ray-core,46971,Go,False,False,2015-09-04T11:42:53Z
435,GokuMohandas/Made-With-ML,46952,Jupyter Notebook,False,False,2018-11-05T03:44:27Z
436,makeplane/plane,46951,TypeScript,False,False,2022-11-19T12:55:01Z
437,serverless/serverless,46946,JavaScript,False,False,2015-04-21T03:48:40Z
438,square/okhttp,46922,Kotlin,False,False,2012-07-23T13:42:55Z
439,pixijs/pixijs,46810,TypeScript,False,False,2013-01-21T22:40:50Z
440,astral-sh/ruff,46676,Rust,False,False,2022-08-09T17:17:44Z
441,discourse/discourse,46634,Ruby,False,False,2013-01-12T00:25:55Z
442,NanmiCoder/MediaCrawler,46607,Python,False,False,2023-06-09T12:14:34Z
443,DovAmir/awesome-design-patterns,46565,,False,False,2018-06-04T17:47:48Z
444,metabase/metabase,46553,Clojure,False,False,2015-02-02T19:25:47Z
445,ClickHouse/ClickHouse,46531,C++,False,False,2016-06-02T08:28:18Z
446,garrytan/gstack,46463,TypeScript,False,False,2026-03-11T21:22:45Z
447,oobabooga/text-generation-webui,46356,Python,False,False,2022-12-21T04:17:37Z
448,dypsilon/frontend-dev-bookmarks,46269,,False,False,2013-06-22T13:23:55Z
449,microsoft/AI-For-Beginners,46247,Jupyter Notebook,False,False,2021-03-03T16:27:36Z
450,Asabeneh/30-Days-Of-JavaScript,46201,JavaScript,False,False,2019-12-23T14:07:40Z
451,ziishaned/learn-regex,46156,,False,False,2017-07-22T12:21:03Z
452,acmesh-official/acme.sh,46085,Shell,False,False,2015-12-26T12:56:33Z
453,tldraw/tldraw,46037,TypeScript,False,False,2021-05-09T11:48:37Z
454,microsoft/monaco-editor,45819,JavaScript,False,False,2016-06-07T16:56:31Z
455,GitHubDaily/GitHubDaily,45778,,False,False,2018-12-30T13:56:58Z
456,coreybutler/nvm-windows,45642,Go,False,False,2014-09-20T16:37:28Z
457,android/architecture-samples,45616,Kotlin,False,False,2016-02-05T13:42:07Z
458,prisma/prisma,45594,TypeScript,False,False,2019-06-20T13:33:47Z
459,jeecgboot/JeecgBoot,45565,Java,False,False,2018-11-26T10:40:00Z
460,LeCoupa/awesome-cheatsheets,45530,JavaScript,False,False,2017-11-09T02:47:15Z
461,bytedance/deer-flow,45360,Python,False,False,2025-05-07T02:50:19Z
462,jestjs/jest,45331,TypeScript,False,False,2013-12-10T00:18:04Z
463,ColorlibHQ/AdminLTE,45319,CSS,False,False,2013-12-25T02:52:40Z
464,google/zx,45304,JavaScript,False,False,2021-05-05T05:50:01Z
465,bevyengine/bevy,45278,Rust,False,False,2020-01-18T21:13:55Z
466,KRTirtho/spotube,45192,Dart,False,False,2021-02-14T03:17:58Z
467,slidevjs/slidev,45125,TypeScript,False,False,2021-04-24T01:25:23Z
468,gedoor/legado,45093,Kotlin,False,False,2019-05-22T04:18:58Z
469,penpot/penpot,45018,Clojure,False,False,2015-12-29T22:09:07Z
470,RocketChat/Rocket.Chat,45009,TypeScript,False,False,2015-05-19T07:36:09Z
471,coqui-ai/TTS,44920,Python,False,False,2020-05-20T15:45:28Z
472,isocpp/CppCoreGuidelines,44864,CSS,False,False,2015-08-19T20:22:52Z
473,meteor/meteor,44785,JavaScript,False,False,2012-01-19T01:58:17Z
474,apache/airflow,44780,Python,False,False,2015-04-13T18:04:58Z
475,Leaflet/Leaflet,44718,JavaScript,False,False,2010-09-22T16:57:44Z
476,vercel/hyper,44713,TypeScript,False,False,2016-07-01T06:01:21Z
477,react-hook-form/react-hook-form,44627,TypeScript,False,False,2019-03-05T23:47:10Z
478,grpc/grpc,44545,C++,False,False,2014-12-08T18:58:53Z
479,docker/awesome-compose,44533,HTML,False,False,2020-02-13T08:51:42Z
480,GitSquared/edex-ui,44505,JavaScript,True,False,2017-01-28T09:35:02Z
481,pyenv/pyenv,44482,Shell,False,False,2012-08-31T06:57:52Z
482,sudheerj/reactjs-interview-questions,44402,JavaScript,False,False,2018-05-31T17:17:01Z
483,mudler/LocalAI,44361,Go,False,False,2023-03-18T22:58:02Z
484,lukasz-madon/awesome-remote-job,44249,,False,False,2015-01-02T00:31:34Z
485,iina/iina,44206,Swift,False,False,2016-12-19T07:18:45Z
486,astaxie/build-web-application-with-golang,44154,Go,False,False,2012-08-02T11:49:35Z
487,NaiboWang/EasySpider,44154,JavaScript,False,False,2020-07-18T02:41:27Z
488,upscayl/upscayl,44134,TypeScript,False,False,2022-07-30T17:19:20Z
489,parcel-bundler/parcel,44050,JavaScript,False,False,2017-08-07T16:36:47Z
490,streamlit/streamlit,44013,Python,False,False,2019-08-24T00:14:52Z
491,streamich/react-use,43956,TypeScript,False,False,2018-10-27T10:16:05Z
492,SimplifyJobs/Summer2026-Internships,43923,Python,False,False,2020-05-23T20:53:18Z
493,yangshun/front-end-interview-handbook,43913,MDX,False,False,2018-01-13T19:40:08Z
494,babel/babel,43911,TypeScript,False,False,2014-09-28T13:38:23Z
495,tw93/Mole,43911,Shell,False,False,2025-09-23T06:38:40Z
496,square/retrofit,43908,HTML,False,False,2010-09-06T21:39:43Z
497,koala73/worldmonitor,43817,TypeScript,False,False,2026-01-08T17:26:06Z
498,AykutSarac/jsoncrack.com,43789,TypeScript,False,False,2022-01-30T15:25:18Z
499,aymericdamien/TensorFlow-Examples,43789,Jupyter Notebook,False,False,2015-11-11T14:21:19Z
500,9001/copyparty,43733,Python,False,False,2019-05-26T15:28:33Z
501,jingyaogong/minimind,43638,Python,False,False,2024-07-27T04:34:12Z
502,helix-editor/helix,43628,Rust,False,False,2020-06-01T04:26:56Z
503,zhongyang219/TrafficMonitor,43609,C++,False,False,2017-07-30T02:51:17Z
504,tmux/tmux,43530,C,False,False,2015-06-03T23:32:55Z
505,spf13/cobra,43524,Go,False,False,2013-09-03T20:40:26Z
506,milvus-io/milvus,43470,Go,False,False,2019-09-16T06:43:43Z
507,getsentry/sentry,43441,Python,False,False,2010-08-30T22:06:41Z
508,code-yeongyu/oh-my-openagent,43383,TypeScript,False,False,2025-12-03T01:40:05Z
509,cli/cli,43360,Go,False,False,2019-10-03T15:24:53Z
510,FuelLabs/fuels-rs,43346,Rust,False,False,2021-10-31T22:33:54Z
511,FuelLabs/fuels-ts,43303,TypeScript,False,False,2021-09-03T18:11:03Z
512,apache/spark,43038,Scala,False,False,2014-02-25T08:00:08Z
513,Kong/kong,43037,Lua,False,False,2014-11-17T23:56:08Z
514,Unitech/pm2,43009,JavaScript,False,False,2013-05-21T03:25:25Z
515,Light-City/CPlusPlusThings,43007,C++,False,False,2019-07-14T08:45:45Z
516,DIYgod/RSSHub,42972,TypeScript,False,False,2018-04-02T14:43:21Z
517,exo-explore/exo,42967,Python,False,False,2024-06-24T18:36:22Z
518,alex/what-happens-when,42919,,False,False,2013-11-07T04:30:06Z
519,jgm/pandoc,42863,Haskell,False,False,2010-03-20T20:34:23Z
520,ziglang/zig,42838,Zig,False,False,2015-08-06T00:51:28Z
521,faif/python-patterns,42802,Python,False,False,2012-06-06T21:02:35Z
522,mitmproxy/mitmproxy,42798,Python,False,False,2010-02-16T04:10:13Z
523,bannedbook/fanqiang,42794,Kotlin,False,False,2015-01-14T00:34:25Z
524,hiroi-sora/Umi-OCR,42770,Python,False,False,2022-03-28T04:01:46Z
525,Raphire/Win11Debloat,42677,PowerShell,False,False,2020-10-27T22:26:59Z
526,files-community/Files,42664,C#,False,False,2019-01-04T18:19:14Z
527,zhayujie/chatgpt-on-wechat,42508,Python,False,False,2022-08-07T08:33:41Z
528,k88hudson/git-flight-rules,42478,,False,False,2014-07-22T20:35:09Z
529,karanpratapsingh/system-design,42399,,False,False,2022-08-15T18:59:54Z
530,Aider-AI/aider,42366,Python,False,False,2023-05-09T18:57:49Z
531,Alamofire/Alamofire,42366,Swift,False,False,2014-07-31T05:56:19Z
532,666ghj/MiroFish,42310,Python,False,False,2025-11-26T04:23:02Z
533,CherryHQ/cherry-studio,42297,TypeScript,False,False,2024-05-24T01:56:26Z
534,fastapi/full-stack-fastapi-template,42265,TypeScript,False,False,2019-02-23T15:08:34Z
535,colinhacks/zod,42211,TypeScript,False,False,2020-03-07T20:59:08Z
536,bmad-code-org/BMAD-METHOD,42188,JavaScript,False,False,2025-04-13T14:54:25Z
537,sharkdp/fd,42176,Rust,False,False,2017-05-09T21:27:10Z
538,usebruno/bruno,42165,JavaScript,False,False,2022-09-27T20:51:45Z
539,gradio-app/gradio,42151,Python,False,False,2018-12-19T08:24:04Z
540,apachecn/ailearning,42150,Python,False,False,2017-02-25T08:53:02Z
541,mingrammer/diagrams,42122,Python,False,False,2020-02-02T15:23:24Z
542,siyuan-note/siyuan,42100,TypeScript,False,False,2020-08-30T09:21:35Z
543,deepspeedai/DeepSpeed,41903,Python,False,False,2020-01-23T18:35:18Z
544,ray-project/ray,41853,Python,False,False,2016-10-25T19:38:30Z
545,byoungd/English-level-up-tips,41836,,False,False,2017-05-30T07:18:52Z
546,ruvnet/RuView,41829,Rust,False,False,2025-06-07T04:32:30Z
547,nolimits4web/swiper,41824,JavaScript,False,False,2012-03-14T19:11:45Z
548,VoltAgent/awesome-openclaw-skills,41816,,False,False,2026-01-25T09:22:32Z
549,juspay/hyperswitch,41773,Rust,False,False,2022-10-17T11:18:28Z
550,logseq/logseq,41717,Clojure,False,False,2020-05-23T00:06:06Z
551,apache/dubbo,41710,Java,False,False,2012-06-19T07:56:02Z
552,nwjs/nw.js,41573,JavaScript,False,False,2012-01-04T06:21:10Z
553,TauricResearch/TradingAgents,41536,Python,False,False,2024-12-28T03:31:08Z
554,yarnpkg/yarn,41528,JavaScript,False,False,2016-01-19T17:39:16Z
555,ccxt/ccxt,41508,Python,False,False,2017-05-14T15:41:56Z
556,dcloudio/uni-app,41452,Objective-C,False,False,2018-07-12T08:52:39Z
557,psf/black,41443,Python,False,False,2018-03-14T19:54:45Z
558,dylanaraps/pure-bash-bible,41441,Shell,True,False,2018-06-13T01:39:33Z
559,payloadcms/payload,41432,TypeScript,False,False,2021-01-05T18:49:45Z
560,hpcaitech/ColossalAI,41376,Python,False,False,2021-10-28T16:19:44Z
561,hexojs/hexo,41330,TypeScript,False,False,2012-09-23T15:17:08Z
562,gsd-build/get-shit-done,41308,JavaScript,False,False,2025-12-14T14:17:12Z
563,fastlane/fastlane,41261,Ruby,False,False,2014-12-02T17:00:38Z
564,janhq/jan,41228,TypeScript,False,False,2023-08-17T02:17:10Z
565,zai-org/ChatGLM-6B,41211,Python,False,False,2023-03-13T12:00:18Z
566,curl/curl,41176,C,False,False,2010-03-18T22:32:22Z
567,chubin/cheat.sh,41151,Python,False,False,2017-05-07T21:40:56Z
568,bailicangdu/vue2-elm,41146,Vue,False,False,2016-12-23T01:49:20Z
569,styled-components/styled-components,41028,TypeScript,False,False,2016-08-16T06:41:32Z
570,vuetifyjs/vuetify,40986,TypeScript,False,False,2016-09-12T00:39:35Z
571,charmbracelet/bubbletea,40950,Go,False,False,2020-01-10T21:04:03Z
572,zen-browser/desktop,40902,JavaScript,False,False,2024-03-28T00:05:55Z
573,tabler/tabler,40880,HTML,False,False,2018-02-01T09:08:59Z
574,twentyhq/twenty,40877,TypeScript,False,False,2022-12-01T13:04:40Z
575,remotion-dev/remotion,40728,TypeScript,False,False,2020-06-23T19:49:10Z
576,DataExpert-io/data-engineer-handbook,40703,Jupyter Notebook,False,False,2023-11-19T19:47:41Z
577,calcom/cal.com,40695,TypeScript,False,False,2021-03-22T13:47:42Z
578,LC044/WeChatMsg,40694,,False,False,2023-01-11T05:03:49Z
579,zbezj/HEU_KMS_Activator,40589,,False,False,2019-06-23T00:49:35Z
580,saadeghi/daisyui,40585,Svelte,False,False,2020-11-28T22:57:27Z
581,bradtraversy/50projects50days,40483,CSS,False,False,2020-11-16T14:39:01Z
582,BerriAI/litellm,40454,Python,False,False,2023-07-27T00:09:52Z
583,thedotmack/claude-mem,40444,TypeScript,False,False,2025-08-31T20:50:03Z
584,aria2/aria2,40393,C++,False,False,2010-11-27T09:41:48Z
585,QSCTech/zju-icicles,40370,HTML,False,False,2016-06-28T16:17:32Z
586,chakra-ui/chakra-ui,40356,TypeScript,False,False,2019-08-17T14:27:54Z
587,danielmiessler/Fabric,40170,Go,False,False,2024-01-03T23:18:31Z
588,wg/wrk,40156,C,False,False,2012-03-20T11:12:28Z
589,remoteintech/remote-jobs,40121,Nunjucks,False,False,2015-10-13T03:49:25Z
590,vim/vim,40058,Vim Script,False,False,2015-08-18T21:03:56Z
591,HeyPuter/puter,40050,JavaScript,False,False,2024-03-03T01:44:32Z
592,php/php-src,39991,C,False,False,2011-06-16T01:52:25Z
593,google-research/bert,39942,Python,True,False,2018-10-25T22:57:34Z
594,pingcap/tidb,39927,Go,False,False,2015-09-06T04:01:52Z
595,666ghj/BettaFish,39853,Python,False,False,2024-07-01T13:11:38Z
596,evanw/esbuild,39838,Go,False,False,2016-06-14T16:08:50Z
597,freefq/free,39822,,False,False,2020-06-07T02:48:33Z
598,trpc/trpc,39818,TypeScript,False,False,2020-07-18T01:17:11Z
599,go-gorm/gorm,39648,Go,False,False,2013-10-25T08:31:38Z
600,videojs/video.js,39586,JavaScript,False,False,2010-05-14T18:45:10Z
601,facebookresearch/faiss,39498,C++,False,False,2017-02-07T16:07:05Z
602,photoprism/photoprism,39489,Go,False,False,2018-01-27T12:00:15Z
603,floodsung/Deep-Learning-Papers-Reading-Roadmap,39487,Python,False,False,2016-10-14T11:49:48Z
604,lm-sys/FastChat,39450,Python,False,False,2023-03-19T00:18:02Z
605,appsmithorg/appsmith,39445,TypeScript,False,False,2020-06-30T04:07:36Z
606,gofiber/fiber,39430,Go,False,False,2020-01-16T03:59:20Z
607,goabstract/Awesome-Design-Tools,39364,JavaScript,False,False,2019-02-12T13:55:30Z
608,mifi/lossless-cut,39325,TypeScript,False,False,2016-10-30T10:49:56Z
609,microsoft/qlib,39317,Python,False,False,2020-08-14T06:46:00Z
610,DataTalksClub/data-engineering-zoomcamp,39304,Jupyter Notebook,False,False,2021-10-21T09:32:50Z
611,imputnet/cobalt,39263,Svelte,False,False,2022-07-08T18:12:55Z
612,phaserjs/phaser,39241,JavaScript,False,False,2013-04-12T12:27:51Z
613,koalaman/shellcheck,39171,Haskell,False,False,2012-11-17T03:15:11Z
614,google/styleguide,39131,HTML,False,False,2015-05-20T19:18:59Z
615,chatboxai/chatbox,39116,TypeScript,False,False,2023-03-06T12:22:15Z
616,Dogfalo/materialize,39107,JavaScript,False,False,2014-09-12T19:35:38Z
617,suno-ai/bark,39063,Jupyter Notebook,False,False,2023-04-07T19:34:48Z
618,QuivrHQ/quivr,39057,Python,False,False,2023-05-12T23:53:30Z
619,2noise/ChatTTS,38984,Python,False,False,2024-05-27T18:26:49Z
620,google/leveldb,38924,C++,False,False,2014-08-27T21:17:52Z
621,agno-agi/agno,38922,Python,False,False,2022-05-04T15:23:02Z
622,nushell/nushell,38847,Rust,False,False,2019-05-10T16:59:42Z
623,mindsdb/mindsdb,38834,Python,False,False,2018-08-02T17:56:45Z
624,novuhq/novu,38743,TypeScript,False,False,2021-08-26T15:22:44Z
625,PatrickJS/awesome-cursorrules,38677,MDX,False,False,2024-09-16T15:38:38Z
626,freeCodeCamp/devdocs,38638,Ruby,False,False,2013-10-24T18:16:07Z
627,shareAI-lab/learn-claude-code,38589,TypeScript,False,False,2025-06-29T15:34:15Z
628,impress/impress.js,38519,JavaScript,False,False,2011-12-28T22:23:19Z
629,preactjs/preact,38510,JavaScript,False,False,2015-09-11T02:40:18Z
630,google/googletest,38393,C++,False,False,2015-07-28T15:07:53Z
631,vnpy/vnpy,38355,Python,False,False,2015-03-02T03:36:58Z
632,gto76/python-cheatsheet,38306,Python,False,False,2018-01-25T04:16:53Z
633,PhilJay/MPAndroidChart,38228,Java,False,False,2014-04-25T14:29:47Z
634,Kong/insomnia,38180,TypeScript,False,False,2016-04-23T03:54:26Z
635,lapce/lapce,38179,Rust,False,False,2018-02-06T08:41:06Z
636,halo-dev/halo,38148,Java,False,False,2018-03-21T12:56:52Z
637,istio/istio,38096,Go,False,False,2016-11-18T23:57:21Z
638,ant-design/ant-design-pro,38026,TypeScript,False,False,2017-08-25T10:40:44Z
639,naptha/tesseract.js,37953,JavaScript,False,False,2015-06-24T02:49:52Z
640,pola-rs/polars,37848,Rust,False,False,2020-05-13T19:45:33Z
641,RSSNext/Folo,37820,TypeScript,False,False,2024-04-08T03:23:35Z
642,outline/outline,37806,TypeScript,False,False,2016-05-22T21:31:47Z
643,CorentinTh/it-tools,37795,Vue,False,False,2020-04-05T11:50:24Z
644,dotnet/aspnetcore,37788,C#,False,False,2014-03-11T06:09:42Z
645,denysdovhan/wtfjs,37785,JavaScript,False,False,2017-07-14T15:42:12Z
646,rapid7/metasploit-framework,37783,Ruby,False,False,2011-08-30T06:13:20Z
647,httpie/cli,37755,Python,False,False,2012-02-25T12:39:13Z
648,TeamNewPipe/NewPipe,37652,Java,False,False,2015-09-03T23:39:26Z
649,ToolJet/ToolJet,37650,JavaScript,False,False,2021-03-30T08:51:34Z
650,huihut/interview,37650,C++,False,False,2018-02-09T09:49:48Z
651,chatchat-space/Langchain-Chatchat,37636,Python,False,False,2023-03-31T12:12:45Z
652,FreeCodeCampChina/freecodecamp.cn,37632,CSS,False,False,2016-09-30T03:13:43Z
653,kilimchoi/engineering-blogs,37615,Ruby,False,False,2015-06-13T18:25:17Z
654,paperless-ngx/paperless-ngx,37611,Python,False,False,2022-02-12T21:56:52Z
655,llvm/llvm-project,37578,LLVM,False,False,2016-12-07T09:39:33Z
656,google-research/google-research,37541,Jupyter Notebook,False,False,2018-10-04T18:42:48Z
657,spacedriveapp/spacedrive,37482,Rust,False,False,2021-09-27T05:09:04Z
658,vlang/v,37471,V,False,False,2019-02-08T02:57:06Z
659,LAION-AI/Open-Assistant,37436,Python,False,False,2022-12-13T05:24:17Z
660,TencentARC/GFPGAN,37407,Python,False,False,2021-03-19T06:18:20Z
661,ManimCommunity/manim,37382,Python,False,False,2020-05-19T02:37:13Z
662,NervJS/taro,37371,TypeScript,False,False,2018-04-08T09:32:26Z
663,eugenp/tutorials,37350,Java,False,False,2013-04-29T18:26:36Z
664,exelban/stats,37334,Swift,False,False,2019-05-29T19:24:56Z
